genes	logFC	logCPM	LR	PValue	FDR
TRINITY_DN71301_c0_g1	1.4385371691706	0.514131297791277	21.1783055907329	4.18474691579127e-06	0.00219489975733252
TRINITY_DN21276_c0_g1	-2.40977864699461	0.374505362447521	21.1237392384683	4.30561119838584e-06	0.00223401035233237
TRINITY_DN32359_c0_g1	-1.5853499942714	5.78699631517309	21.1020876124583	4.35453474540748e-06	0.00223535871920098
TRINITY_DN267_c2_g1	-1.29012752689729	5.36049915827829	21.0742444722061	4.41826940420926e-06	0.00224420180874435
TRINITY_DN6324_c0_g2	1.58551130665245	1.22063270200302	20.9972733583821	4.59937474857371e-06	0.00231185655330912
TRINITY_DN21288_c0_g1	-0.937249044769412	4.10133919126302	20.935155314083	4.75095110847234e-06	0.00236342675039406
TRINITY_DN376_c0_g2	5.36815071691963	2.49117976408263	20.8408445882183	4.99072148891418e-06	0.00243879267821801
TRINITY_DN237_c0_g1	2.45726784314813	3.36658636586782	20.8011370361834	5.09527043079886e-06	0.00243879267821801
TRINITY_DN10198_c0_g1	2.76709420835556	3.00823974388048	20.7988676648978	5.10131159767846e-06	0.00243879267821801
TRINITY_DN23502_c0_g1	6.10500333237464	8.5049642273114	20.7976281249853	5.10461434285279e-06	0.00243879267821801
TRINITY_DN36734_c0_g1	5.83677104803624	5.41729678198464	20.7703580731623	5.17782064807087e-06	0.00244951527011776
TRINITY_DN4626_c0_g1	-1.40437730674893	2.10367548370163	20.7098070097761	5.34415930890043e-06	0.0025036608086571
TRINITY_DN38422_c0_g1	4.27803987134269	4.3957864349831	20.3783770926566	6.35437497108025e-06	0.00292636637028352
TRINITY_DN48552_c0_g2	2.22185725478761	3.22139423621355	20.359941251165	6.41589003297529e-06	0.00292636637028352
TRINITY_DN6264_c0_g1	-1.30253265400712	5.03292276861249	20.3427165819508	6.47390380839585e-06	0.00292636637028352
TRINITY_DN44390_c0_g1	1.37491358278597	2.62843808864786	20.3382537422036	6.48902063290787e-06	0.00292636637028352
TRINITY_DN781_c0_g3	-2.68756586881156	1.60905703072301	20.3164325270403	6.56344661813336e-06	0.00293252363992044
TRINITY_DN81816_c1_g1	1.55204338203866	0.314683206924432	20.274924075318	6.70739370753828e-06	0.00296371989129213
TRINITY_DN70926_c0_g1	3.90579543069008	2.52565474305223	20.2610794010527	6.75610701790803e-06	0.00296371989129213
TRINITY_DN98583_c0_g1	2.52625818035425	1.2494810858296	20.1909473734927	7.00838126974825e-06	0.00304668855667056
TRINITY_DN10998_c1_g2	-1.69466205413734	1.03540402107173	20.1395043938888	7.19942145000023e-06	0.00308745813519009
TRINITY_DN63951_c2_g1	4.00719538345278	2.4075957282943	20.1154057456787	7.29070444624624e-06	0.00308745813519009
TRINITY_DN109774_c0_g1	-2.40326805814173	0.626344006180588	20.1145112300212	7.2941150456267e-06	0.00308745813519009
TRINITY_DN612_c0_g2	1.91210031617723	2.00213004732876	20.0068104146209	7.71668380511456e-06	0.00323792052462607
TRINITY_DN120347_c0_g1	1.71402297139878	0.432193147446555	19.9663620020538	7.88165889882048e-06	0.00327863421123865
TRINITY_DN36171_c1_g1	2.61185689285913	1.13903159812611	19.9068878952142	8.13068610785774e-06	0.00335331732862023
TRINITY_DN134486_c0_g1	1.6129170839085	1.22937466916019	19.8821511620272	8.23657459045954e-06	0.00336820059566131
TRINITY_DN65_c1_g1	-1.47284302848987	3.45211686658559	19.7095912300875	9.0147782045162e-06	0.00365545468471197
TRINITY_DN751_c0_g1	-1.4702946365851	2.63410994345116	19.6616909936661	9.24360232512162e-06	0.00371700655497015
TRINITY_DN2785_c1_g1	4.95436959316446	3.64286055420823	19.5164696943921	9.97360507778782e-06	0.00397740776383119
TRINITY_DN58208_c0_g1	3.05559346201632	1.88371497694651	19.4768385774309	1.01826933007551e-05	0.00402750559454621
TRINITY_DN256711_c0_g1	3.07555849224164	2.00808726411715	19.4036888788881	1.05802497357323e-05	0.00415072659144735
TRINITY_DN84393_c0_g1	4.00363987977266	1.91883632155093	19.3773530878763	1.07271650431661e-05	0.00417442437091079
TRINITY_DN32507_c0_g1	1.738184131465	2.71726854205245	19.3452963111233	1.09087623113655e-05	0.00418439640592789
TRINITY_DN8307_c0_g1	4.10572678195915	3.40339880637356	19.3422423821451	1.09262226374376e-05	0.00418439640592789
TRINITY_DN28240_c1_g1	1.06380906716057	2.34724534253174	19.2972120043943	1.11869579789446e-05	0.00425051551429917
TRINITY_DN13441_c0_g2	6.03916148888192	2.02796105882202	19.2061789807015	1.17332988230193e-05	0.00441516179060901
TRINITY_DN6401_c0_g1	3.49234457787414	4.29743740093418	19.1948258896824	1.1803288245297e-05	0.00441516179060901
TRINITY_DN1130_c0_g3	-1.07056569653993	3.15762517128684	19.0862822133354	1.24939702506039e-05	0.00462713267733198
TRINITY_DN736_c5_g3	-1.90533397832029	3.49239357022482	19.0751166484837	1.25672819032689e-05	0.00462713267733198
TRINITY_DN51348_c0_g1	-1.34277685948489	3.90472321450934	19.0614452852574	1.26576348780997e-05	0.00462713267733198
TRINITY_DN67917_c0_g1	-2.03556039838879	0.108952801993817	18.8842439386694	1.38895142904292e-05	0.00503928287646896
TRINITY_DN65048_c0_g1	2.597163774886	1.37627638143546	18.8025054299382	1.44976553114594e-05	0.00522067059253107
TRINITY_DN44_c1_g2	-2.72390369712646	2.25959947276951	18.756368919508	1.48526495386262e-05	0.00527960380538396
TRINITY_DN13358_c0_g1	1.13772954384649	4.35960470047287	18.7528428971691	1.48801367250843e-05	0.00527960380538396
TRINITY_DN12724_c1_g1	4.81709872101231	7.2121787284216	18.7083341414674	1.52315305979236e-05	0.00536483414213288
TRINITY_DN89981_c0_g1	7.35713614690148	9.33440377483014	18.6740370543326	1.55079798577428e-05	0.00542262362359075
TRINITY_DN22161_c0_g2	-1.29290070144856	0.963246359425581	18.5896520921025	1.62098059440724e-05	0.00561423420639281
